看似	看似	AUX	cop	簡單	簡單	ADJ	1
法蘭西	法蘭西	PROPN	nmod	皇帝	皇帝	NOUN	1
皇帝	皇帝	NOUN	nsubj	入侵	入侵	VERB	1
前往	前往	VERB	acl	入侵	入侵	VERB	1
東線	東線	NOUN	obj	前往	前往	VERB	1
入侵	入侵	VERB	ccomp	見	見	VERB	1
俄羅斯	俄羅斯	PROPN	obj	入侵	入侵	VERB	1
之前	之前	ADP	mark	入侵	入侵	VERB	1
梅特涅	梅特涅	PROPN	nsubj	見	見	VERB	1
陪同	陪同	VERB	acl	見	見	VERB	1
奧地利	奧地利	PROPN	nmod	皇帝	皇帝	NOUN	1
皇帝	皇帝	NOUN	obj	陪同	陪同	VERB	1
在	在	VERB	acl	見	見	VERB	1
德累斯頓	德累斯頓	PROPN	obj	在	在	VERB	1
了	了	PART	case:aspect	見	見	VERB	1
拿破崙	拿破崙	PROPN	nmod	面	面	NOUN	1
最後	最後	NOUN	nmod	面	面	NOUN	1
面	面	NOUN	obj	見	見	VERB	1
而	而	ADV	mark	認為	認為	VERB	1
在	在	ADP	case	會面	會面	NOUN	1
後續	後續	NOUN	det	會面	會面	NOUN	1
的	的	PART	case:dec	後續	後續	NOUN	1
次	次	NOUN	clf	會面	會面	NOUN	1
會面	會面	NOUN	obl	認為	認為	VERB	1
後	後	ADP	acl	會面	會面	NOUN	1
梅特涅	梅特涅	PROPN	nsubj	認為	認為	VERB	1
緊張	緊張	ADJ	amod	局勢	局勢	NOUN	1
的	的	PART	mark:relcl	緊張	緊張	ADJ	1
局勢	局勢	NOUN	nsubj	緩和	緩和	VERB	1
緩和	緩和	VERB	ccomp	認為	認為	VERB	1
了	了	X	discourse	緩和	緩和	VERB	1
他	他們	PRON	nsubj	換回	換回	VERB	1
年代	年代	NOUN	obl	送走	送走	VERB	1
還	還	ADV	mark	送走	送走	VERB	1
先後	先後	ADV	advmod	送走	送走	VERB	1
送走	送走	VERB	acl	換回	換回	VERB	1
湯米	湯米	PROPN	nmod	約翰	約翰	PROPN	1
·	·	PUNCT	punct	約翰	約翰	PROPN	1
約翰	約翰	PROPN	obj	送走	送走	VERB	1
、	、	PUNCT	punct	提安	提安	PROPN	1
路易斯	路易斯	PROPN	nmod	提安	提安	PROPN	1
·	·	PUNCT	punct	提安	提安	PROPN	1
提安	提安	PROPN	conj	約翰	約翰	PROPN	1
(	(	PUNCT	punct	Luis	Luis	X	1
Luis	Luis	X	appos	提安	提安	PROPN	1
Tiant	Tiant	X	flat:foreign	Luis	Luis	X	1
)	)	PUNCT	punct	Luis	Luis	X	1
和	和	CCONJ	cc	潘尼拉	潘尼拉	PROPN	1
路	路	PROPN	nmod	潘尼拉	潘尼拉	PROPN	1
·	·	PUNCT	punct	潘尼拉	潘尼拉	PROPN	1
潘尼拉	潘尼拉	PROPN	conj	約翰	約翰	PROPN	1
(	(	PUNCT	punct	Lou	Lou	X	1
Lou	Lou	X	appos	潘尼拉	潘尼拉	PROPN	1
Piniella	Piniella	X	flat:foreign	Lou	Lou	X	1
)	)	PUNCT	punct	Lou	Lou	X	1
,	,	PUNCT	punct	換回	換回	VERB	1
但	但	ADV	mark	換回	換回	VERB	1
幾乎	幾乎	ADV	advmod	換回	換回	VERB	1
沒	沒	ADV	advmod	換回	換回	VERB	1
換回	換回	VERB	root	ROOT	ROOT	ROOT	1
什麼	什麼	PRON	obj	換回	換回	VERB	1
.	.	PUNCT	punct	換回	換回	VERB	1
進入	進入	VERB	acl	計劃	計劃	VERB	1
得克薩斯	得克薩斯	PROPN	nmod	大學	大學	NOUN	1
農工	農工	NOUN	nmod	大學	大學	NOUN	1
後	後	ADP	mark	進入	進入	VERB	1
本來	本來	ADV	advmod	計劃	計劃	VERB	1
計劃	計劃	VERB	dep	選擇	選擇	VERB	1
修讀	修讀	VERB	xcomp	計劃	計劃	VERB	1
醫療	醫療	NOUN	nmod	專業	專業	NOUN	1
專業	專業	NOUN	obj	修讀	修讀	VERB	1
不過	不過	ADV	mark	選擇	選擇	VERB	1
最後	最後	NOUN	nmod:tmod	選擇	選擇	VERB	1
從事	從事	VERB	xcomp	選擇	選擇	VERB	1
教	教	PART	nmod	事業	事業	NOUN	1
音樂	音樂	NOUN	nmod	事業	事業	NOUN	1
事業	事業	NOUN	obj	從事	從事	VERB	1
因為	因為	ADP	case	聲稱	聲稱	VERB	1
聲稱	聲稱	VERB	ccomp	選擇	選擇	VERB	1
「	「	PUNCT	punct	感到	感到	VERB	1
他	他	PRON	nsubj	感到	感到	VERB	1
感到	感到	VERB	ccomp	聲稱	聲稱	VERB	1
了	了	PART	case:aspect	感到	感到	VERB	1
上帝	上帝	NOUN	nsubj	感召	感召	VERB	1
在	在	ADV	advmod	感召	感召	VERB	1
感召	感召	VERB	ccomp	感到	感到	VERB	1
去	去	VERB	ccomp	感召	感召	VERB	1
做	做	VERB	xcomp	去	去	VERB	1
另	另	DET	det	事	事	NOUN	1
一些	一些	ADJ	amod	事	事	NOUN	1
」	」	PUNCT	punct	感到	感到	VERB	1
哥倫布	哥倫布	PROPN	nsubj	得到	得到	VERB	1
被	被	VERB	aux:pass	許諾	許諾	VERB	1
許諾	許諾	VERB	acl	得到	得到	VERB	1
將	將	ADV	advmod	封	封	VERB	1
封	封	VERB	xcomp	許諾	許諾	VERB	1
「	「	PUNCT	punct	上將	上將	NOUN	1
世界	世界	NOUN	case:suff	洋	洋	PART	1
洋	洋	PART	nmod	上將	上將	NOUN	1
海軍	海軍	NOUN	nmod	上將	上將	NOUN	1
上將	上將	NOUN	obj	封	封	VERB	1
」	」	PUNCT	punct	上將	上將	NOUN	1
將	將	ADV	advmod	得到	得到	VERB	1
將來	將來	NOUN	nmod	收益	收益	NOUN	1
所有	所有	DET	det	收益	收益	NOUN	1
收益	收益	NOUN	det	部分	部分	NOUN	1
的	的	PART	case:dec	收益	收益	NOUN	1
部分	部分	NOUN	obj	得到	得到	VERB	1
為了	為了	ADP	case	穩定	穩定	VERB	1
穩定	穩定	VERB	xcomp	有	有	VERB	1
船員	船員	NOUN	det	情緒	情緒	NOUN	1
的	的	PART	case:dec	船員	船員	NOUN	1
情緒	情緒	NOUN	obj	穩定	穩定	VERB	1
哥倫布	哥倫布	PROPN	nsubj	有	有	VERB	1
真假	真假	ADJ	amod	記錄	記錄	NOUN	1
個	個	NOUN	clf	記錄	記錄	NOUN	1
航行	航行	NOUN	nmod	記錄	記錄	NOUN	1
里程	里程	NOUN	nmod	記錄	記錄	NOUN	1
記錄	記錄	NOUN	obj	有	有	VERB	1
一般	一般	ADJ	amod	食米	食米	NOUN	1
食米	食米	NOUN	nsubj	經過	經過	VERB	1
在	在	ADP	case	煮	煮	VERB	1
煮	煮	VERB	xcomp	經過	經過	VERB	1
之前	之前	ADP	mark	煮	煮	VERB	1
都	都	ADV	mark	經過	經過	VERB	1
要	要	AUX	aux	經過	經過	VERB	1
經過	經過	VERB	root	ROOT	ROOT	ROOT	1
淘洗	淘洗	VERB	xcomp	經過	經過	VERB	1
.	.	PUNCT	punct	經過	經過	VERB	1
翌年	翌年	NOUN	nmod:tmod	改制	改制	VERB	1
,	,	PUNCT	punct	改制	改制	VERB	1
台灣	台灣	PROPN	nmod	支部	支部	NOUN	1
民政	民政	NOUN	nmod	支部	支部	NOUN	1
支部	支部	NOUN	nsubj	改制	改制	VERB	1
再	再	ADV	advmod	改制	改制	VERB	1
改制	改制	VERB	dep	卸任	卸任	VERB	1
台中	台中	PROPN	case:suff	縣	縣	PART	1
縣	縣	PART	obj	改制	改制	VERB	1
,	,	PUNCT	punct	卸任	卸任	VERB	1
他	他	PRON	nsubj	卸任	卸任	VERB	1
則	則	ADV	mark	卸任	卸任	VERB	1
於	於	ADP	case	改制	改制	VERB	1
改制	改制	VERB	xcomp	卸任	卸任	VERB	1
前	前	ADP	mark	改制	改制	VERB	1
卸任	卸任	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	卸任	卸任	VERB	1
接	接	VERB	acl	進行	進行	VERB	1
她	她們	PRON	nsubj	進行	進行	VERB	1
要	要	AUX	dep	進行	進行	VERB	1
在	在	ADP	case	成	成	VERB	1
成	成	VERB	xcomp	進行	進行	VERB	1
名	名	NOUN	clf	女郎	女郎	NOUN	1
正式	正式	ADJ	amod	女郎	女郎	NOUN	1
的	的	PART	mark:relcl	正式	正式	ADJ	1
兔	兔	NOUN	nmod	女郎	女郎	NOUN	1
女郎	女郎	NOUN	obj	成	成	VERB	1
之前	之前	ADP	mark	成	成	VERB	1
系列	系列	NOUN	nmod	訓練	訓練	NOUN	1
貫穿	貫穿	VERB	acl:relcl	訓練	訓練	NOUN	1
始終	始終	NOUN	obj	貫穿	貫穿	VERB	1
的	的	PART	mark:relcl	貫穿	貫穿	VERB	1
嚴格	嚴格	ADJ	amod	訓練	訓練	NOUN	1
訓練	訓練	NOUN	obj	進行	進行	VERB	1
以	以	VERB	acl:relcl	人	人	NOUN	1
失去	失去	VERB	acl:relcl	方言	方言	NOUN	1
入聲	入聲	NOUN	obj	失去	失去	VERB	1
官話	官話	NOUN	nmod	方言	方言	NOUN	2
方言	方言	NOUN	nsubj	母語	母語	NOUN	1
為	為	AUX	cop	母語	母語	NOUN	2
母語	母語	NOUN	ccomp	以	以	VERB	2
人	人	NOUN	nsubj	分辨	分辨	VERB	1
,	,	PUNCT	punct	分辨	分辨	VERB	2
包括	包括	VERB	acl	分辨	分辨	VERB	1
以	以	VERB	case:suff	者	者	PART	1
基	基	VERB	acl:relcl	話	話	PART	1
方言	方言	NOUN	obj	基	基	VERB	1
話	話	PART	nsubj	母語	母語	NOUN	1
者	者	PART	obj	包括	包括	VERB	1
不	不	ADV	advmod	經過	經過	VERB	1
經過	經過	VERB	acl	分辨	分辨	VERB	1
訓練	訓練	VERB	xcomp	經過	經過	VERB	1
不能	不能	AUX	aux	分辨	分辨	VERB	1
分辨	分辨	VERB	root	ROOT	ROOT	ROOT	1
入聲	入聲	NOUN	case:suff	字	字	PART	1
字	字	PART	obj	分辨	分辨	VERB	1
.	.	PUNCT	punct	分辨	分辨	VERB	1
月	月	NOUN	nmod:tmod	允許	允許	VERB	1
聯盟	聯盟	NOUN	nsubj:pass	允許	允許	VERB	1
被	被	VERB	aux:pass	允許	允許	VERB	1
重新	重新	ADV	advmod	註冊	註冊	VERB	1
登記	登記	VERB	acl	註冊	註冊	VERB	1
註冊	註冊	VERB	acl	參加	參加	VERB	1
選舉	選舉	VERB	xcomp	參加	參加	VERB	1
且	且	ADV	mark	參加	參加	VERB	1
參加	參加	VERB	xcomp	允許	允許	VERB	1
年	年	NOUN	obl	舉行	舉行	VERB	1
舉行	舉行	VERB	acl:relcl	補選	補選	NOUN	1
緬甸	緬甸	PROPN	nmod	補選	補選	NOUN	1
議會	議會	NOUN	nmod	補選	補選	NOUN	1
補選	補選	NOUN	obj	參加	參加	VERB	1
要	要	AUX	aux	結束	結束	VERB	1
直接	直接	ADV	advmod	結束	結束	VERB	1
結束	結束	VERB	csubj	是	是	VERB	1
比賽	比賽	NOUN	obj	結束	結束	VERB	1
必須	必須	AUX	aux	是	是	VERB	1
後攻	後攻	NOUN	nmod	球隊	球隊	NOUN	1
球隊	球隊	NOUN	nsubj	說	說	VERB	1
在	在	ADP	case	下半	下半	NOUN	1
最後	最後	NOUN	nmod	下半	下半	NOUN	1
一	一	NUM	nummod	局	局	NOUN	1
局	局	NOUN	clf	下半	下半	NOUN	1
下半	下半	NOUN	obl	說	說	VERB	1
打出	打出	VERB	acl	說	說	VERB	1
打	打	PART	obj	打出	打出	VERB	1
令	令	VERB	acl	說	說	VERB	1
比數	比數	NOUN	nsubj	超前	超前	VERB	1
超前	超前	VERB	ccomp	令	令	VERB	1
也	也	ADV	mark	說	說	VERB	1
向	向	ADP	case	球隊	球隊	NOUN	1
對手	對手	NOUN	appos	球隊	球隊	NOUN	1
先攻	先攻	NOUN	nmod	球隊	球隊	NOUN	1
球隊	球隊	NOUN	obl	說	說	VERB	1
說	說	VERB	ccomp	是	是	VERB	1
「	「	PUNCT	punct	再見	再見	NOUN	1
再見	再見	NOUN	obj	說	說	VERB	1
」	」	PUNCT	punct	再見	再見	NOUN	1
全	全	DET	det	德	德	PROPN	2
德	德	PROPN	nmod	會	會	PART	1
工人	工人	NOUN	nmod	會	會	PART	1
會	會	PART	nsubj	工黨	工黨	NOUN	1
是	是	AUX	cop	工黨	工黨	NOUN	1
德國	德國	PROPN	nmod	工黨	工黨	NOUN	1
個	個	NOUN	clf	工黨	工黨	NOUN	1
工黨	工黨	NOUN	dep	創立	創立	VERB	1
它	它	PRON	nsubj	創立	創立	VERB	1
普魯士	普魯士	PROPN	nsubj	建立	建立	VERB	1
統一	統一	VERB	acl	建立	建立	VERB	1
德	德	PROPN	obj	統一	統一	VERB	1
建立	建立	VERB	ccomp	創立	創立	VERB	1
德意志	德意志	PROPN	nmod	帝國	帝國	NOUN	1
之前	之前	ADP	mark	建立	建立	VERB	1
所有	所有	DET	det	會	會	PART	1
全	全	DET	det	歐	歐	PROPN	1
歐	歐	PROPN	nmod	快車	快車	NOUN	1
快車	快車	NOUN	case:suff	會	會	PART	1
會	會	PART	nsubj	收取	收取	VERB	1
原	原	PART	case:pref	車廂	車廂	NOUN	1
一等	一等	NOUN	nmod	車廂	車廂	NOUN	1
車廂	車廂	NOUN	det	基礎	基礎	NOUN	1
的	的	PART	case:dec	車廂	車廂	NOUN	2
價格	價格	NOUN	nmod	基礎	基礎	NOUN	1
基礎	基礎	NOUN	obl	收取	收取	VERB	1
還	還	ADV	mark	收取	收取	VERB	1
需	需	AUX	aux	收取	收取	VERB	1
收取	收取	VERB	dep	取決	取決	VERB	1
額外	額外	ADJ	det	費用	費用	NOUN	1
的	的	PART	case:dec	額外	額外	ADJ	1
附加	附加	NOUN	nmod	費用	費用	NOUN	1
費用	費用	NOUN	obj	收取	收取	VERB	1
其	其	PRON	nmod	金額	金額	NOUN	1
金額	金額	NOUN	nsubj	取決	取決	VERB	1
所	所	ADV	mark	覆蓋	覆蓋	VERB	1
覆蓋	覆蓋	VERB	acl:relcl	距離	距離	NOUN	1
的	的	PART	mark:relcl	覆蓋	覆蓋	VERB	1
距離	距離	NOUN	obj	取決	取決	VERB	1
而	而	ADV	mark	換掛	換掛	VERB	1
其它	其它	DET	det	機車	機車	NOUN	1
常規	常規	NOUN	nmod	機車	機車	NOUN	1
機車	機車	NOUN	nsubj	換掛	換掛	VERB	1
則	則	ADV	mark	換掛	換掛	VERB	1
需要	需要	AUX	aux	換掛	換掛	VERB	1
在	在	VERB	acl	換掛	換掛	VERB	1
埃默里希	埃默里希	PROPN	obj	在	在	VERB	1
、	、	PUNCT	punct	巴塞爾	巴塞爾	PROPN	1
巴塞爾	巴塞爾	PROPN	conj	埃默里希	埃默里希	PROPN	1
、	、	PUNCT	punct	基亞索	基亞索	PROPN	1
基亞索	基亞索	PROPN	conj	埃默里希	埃默里希	PROPN	1
或	或	CCONJ	cc	布倫內羅	布倫內羅	PROPN	1
布倫內羅	布倫內羅	PROPN	conj	埃默里希	埃默里希	PROPN	1
等	等	NOUN	acl	埃默里希	埃默里希	PROPN	1
邊境	邊境	NOUN	nmod	城市	城市	NOUN	1
城市	城市	NOUN	appos	埃默里希	埃默里希	PROPN	1
換掛	換掛	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	換掛	換掛	VERB	1
新	新	PART	case:pref	書	書	NOUN	1
書	書	NOUN	det	書名	書名	NOUN	1
書名	書名	NOUN	nsubj	來	來	VERB	1
來	來	VERB	dep	耶穌	耶穌	PROPN	1
新約	新約	NOUN	nmod	聖經	聖經	PROPN	1
聖經	聖經	PROPN	obj	來	來	VERB	1
的	的	X	discourse	來	來	VERB	1
,	,	PUNCT	punct	耶穌	耶穌	PROPN	3
耶穌	耶穌	PROPN	nsubj	說	說	VERB	1
說	說	VERB	dep	耶穌	耶穌	PROPN	1
我	我	PRON	nsubj	道路	道路	NOUN	1
就是	就是	AUX	cop	道路	道路	NOUN	1
道路	道路	NOUN	dep	沒有	沒有	VERB	1
、	、	PUNCT	punct	真理	真理	NOUN	1
真理	真理	NOUN	conj	道路	道路	NOUN	1
、	、	PUNCT	punct	生命	生命	NOUN	1
生命	生命	NOUN	conj	道路	道路	NOUN	1
若	若	ADP	case	藉著	藉著	ADP	1
不	不	ADV	advmod	藉著	藉著	ADP	1
藉著	藉著	ADP	xcomp	沒有	沒有	VERB	1
我	我	PRON	nmod	藉著	藉著	ADP	1
沒有	沒有	VERB	xcomp	說	說	VERB	1
人	人	NOUN	nsubj	去	去	VERB	1
能	能	AUX	aux	去	去	VERB	1
到	到	VERB	acl	去	去	VERB	1
父	父	NOUN	nmod	那裡	那裡	PRON	1
那裡	那裡	PRON	obj	到	到	VERB	1
去	去	VERB	ccomp	沒有	沒有	VERB	1
書名	書名	NOUN	nsubj	暗諭	暗諭	VERB	1
暗諭	暗諭	VERB	csubj	耶穌	耶穌	PROPN	1
的	的	PART	mark:relcl	暗諭	暗諭	VERB	1
相信	相信	VERB	acl	耶穌	耶穌	PROPN	1
就是	就是	AUX	cop	耶穌	耶穌	PROPN	1
耶穌	耶穌	PROPN	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	耶穌	耶穌	PROPN	1
會議	會議	NOUN	nsubj	認同	認同	VERB	1
一致	一致	ADV	advmod	認同	認同	VERB	1
認同	認同	VERB	dep	教會	教會	NOUN	1
需要	需要	AUX	aux	支援	支援	VERB	1
設立	設立	VERB	acl	支援	支援	VERB	1
更	更	ADV	advmod	完善	完善	ADJ	1
完善	完善	ADJ	amod	架構	架構	NOUN	1
架構	架構	NOUN	obj	設立	設立	VERB	1
與	與	CCONJ	cc	機制	機制	NOUN	1
機制	機制	NOUN	conj	架構	架構	NOUN	1
支援	支援	VERB	xcomp	認同	認同	VERB	1
派	派	PART	nmod	教會	教會	NOUN	1
教會	教會	NOUN	obj	支援	支援	VERB	1
,	,	PUNCT	punct	教會	教會	NOUN	1
特別	特別	ADV	advmod	教會	教會	NOUN	1
是	是	AUX	cop	教會	教會	NOUN	1
美	美	PROPN	det	教會	教會	NOUN	1
教會	教會	NOUN	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	教會	教會	NOUN	1
全	全	PROPN	nmod	琮	琮	PROPN	1
琮	琮	PROPN	nsubj	善	善	VERB	1
為人	為人	AUX	cop	恭順	恭順	ADJ	1
恭順	恭順	ADJ	acl	善	善	VERB	1
,	,	PUNCT	punct	善	善	VERB	1
善	善	VERB	dep	牴牾	牴牾	VERB	1
對	對	ADP	case	人	人	NOUN	1
人	人	NOUN	obl	作出	作出	VERB	1
婉轉	婉轉	ADJ	advmod	作出	作出	VERB	1
地	地	PART	mark:advb	作出	作出	VERB	1
作出	作出	VERB	xcomp	善	善	VERB	1
規勸	規勸	NOUN	obj	作出	作出	VERB	1
,	,	PUNCT	punct	牴牾	牴牾	VERB	2
其	其	PRON	nsubj	發	發	VERB	1
所	所	ADV	mark	發	發	VERB	1
發	發	VERB	acl:relcl	言論	言論	NOUN	1
的	的	PART	mark:relcl	發	發	VERB	1
言論	言論	NOUN	nsubj	牴牾	牴牾	VERB	1
從	從	ADV	advmod	不會	不會	AUX	1
不會	不會	AUX	aux	牴牾	牴牾	VERB	1
輕易	輕易	ADV	advmod	牴牾	牴牾	VERB	1
牴牾	牴牾	VERB	root	ROOT	ROOT	ROOT	1
他人	他人	NOUN	obj	牴牾	牴牾	VERB	1
.	.	PUNCT	punct	牴牾	牴牾	VERB	1
傑	傑	PROPN	nmod	先生	先生	NOUN	1
先生	先生	NOUN	nsubj	欣賞	欣賞	VERB	1
欣賞	欣賞	VERB	root	ROOT	ROOT	ROOT	1
雅麗遜	雅麗遜	PROPN	det	表現	表現	NOUN	1
的	的	PART	case:dec	雅麗遜	雅麗遜	PROPN	1
表現	表現	NOUN	obj	欣賞	欣賞	VERB	1
.	.	PUNCT	punct	欣賞	欣賞	VERB	1
而	而	ADV	mark	不知所措	不知所措	VERB	1
伊莎貝	伊莎貝	PROPN	nsubj	不知所措	不知所措	VERB	1
拍攝	拍攝	VERB	acl	不知所措	不知所措	VERB	1
不知所措	不知所措	VERB	dep	很假	很假	ADJ	1
,	,	PUNCT	punct	很假	很假	ADJ	2
她	她	PRON	det	表現	表現	NOUN	1
表現	表現	NOUN	nsubj	很差	很差	ADJ	1
很差	很差	ADJ	dep	很假	很假	ADJ	1
姿勢	姿勢	NOUN	nsubj	很假	很假	ADJ	1
很假	很假	ADJ	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	很假	很假	ADJ	1
日	日	NOUN	nmod:tmod	淪陷	淪陷	VERB	1
,	,	PUNCT	punct	淪陷	淪陷	VERB	1
彰化	彰化	PROPN	nmod	縣城	縣城	NOUN	1
縣城	縣城	NOUN	nsubj	淪陷	淪陷	VERB	1
淪陷	淪陷	VERB	root	ROOT	ROOT	ROOT	1
.	.	PUNCT	punct	淪陷	淪陷	VERB	1
至於	至於	ADP	case	淪	淪	VERB	1
在	在	ADP	case	事件	事件	NOUN	1
後來	後來	NOUN	det	事件	事件	NOUN	1
施	施	PROPN	nmod	事件	事件	NOUN	1
九緞	九緞	PROPN	nmod	事件	事件	NOUN	1
事件	事件	NOUN	obl	淪	淪	VERB	1
中	中	ADP	acl	事件	事件	NOUN	1
,	,	PUNCT	punct	淪	淪	VERB	1
山	山	PART	nsubj	淪	淪	VERB	1
也	也	ADV	mark	淪	淪	VERB	1
曾	曾	ADV	advmod	淪	淪	VERB	1
淪	淪	VERB	obl	凸顯	凸顯	VERB	1
戰區	戰區	NOUN	obj	淪	淪	VERB	1
,	,	PUNCT	punct	凸顯	凸顯	VERB	1
更	更	ADV	advmod	凸顯	凸顯	VERB	1
凸顯	凸顯	VERB	root	ROOT	ROOT	ROOT	1
了	了	PART	case:aspect	凸顯	凸顯	VERB	1
山	山	PART	det	性	性	PART	1
--	--	PUNCT	punct	山	山	PART	1
兵家	兵家	NOUN	nsubj	爭	爭	VERB	1
必	必	AUX	aux	爭	爭	VERB	1
爭	爭	VERB	acl:relcl	地	地	NOUN	1
之	之	PART	mark:relcl	爭	爭	VERB	1
地	地	NOUN	appos	山	山	PART	1
性	性	PART	obj	凸顯	凸顯	VERB	1
.	.	PUNCT	punct	凸顯	凸顯	VERB	1
1615	1615	NUM	nummod	年	年	NOUN	1
建州	建州	PROPN	nsubj	吞併	吞併	VERB	1
已經	已經	ADV	advmod	吞併	吞併	VERB	1
吞併	吞併	VERB	dep	有	有	VERB	1
除	除	ADP	det	部落	部落	NOUN	1
葉赫	葉赫	PROPN	nmod	除	除	ADP	1
之外	之外	ADP	acl	葉赫	葉赫	PROPN	1
的	的	PART	case:dec	除	除	ADP	1
所有	所有	DET	det	部落	部落	NOUN	1
女真	女真	PROPN	nmod	部落	部落	NOUN	1
部落	部落	NOUN	obl	吞併	吞併	VERB	1
、	、	PUNCT	punct	漢	漢	PROPN	1
漢	漢	PROPN	conj	蒙古	蒙古	PROPN	1
多	多	ADV	advmod	有	有	VERB	1
歸附	歸附	VERB	xcomp	有	有	VERB	1
賈	賈	PROPN	nmod	南風	南風	PROPN	1
南風	南風	PROPN	nsubj	要	要	VERB	1
讓	讓	VERB	acl	要	要	VERB	1
楊	楊	PROPN	nmod	駿	駿	PROPN	2
駿	駿	PROPN	nsubj	獨攬	獨攬	VERB	1
獨攬	獨攬	VERB	ccomp	讓	讓	VERB	1
政權	政權	NOUN	obj	獨攬	獨攬	VERB	1
秘密	秘密	NOUN	advmod	派	派	VERB	1
派	派	VERB	acl	要	要	VERB	1
人	人	NOUN	nsubj	聯絡	聯絡	VERB	1
與	與	ADP	case	亮	亮	PROPN	1
汝南	汝南	PROPN	case:suff	王	王	PART	1
王	王	PART	appos	亮	亮	PROPN	1
司馬	司馬	PROPN	nmod	亮	亮	PROPN	1
亮	亮	PROPN	obl	聯絡	聯絡	VERB	1
和	和	CCONJ	cc	瑋	瑋	PROPN	1
楚	楚	PROPN	case:suff	王	王	PART	1
王	王	PART	appos	瑋	瑋	PROPN	1
司馬	司馬	PROPN	nmod	瑋	瑋	PROPN	1
瑋	瑋	PROPN	conj	亮	亮	PROPN	1
聯絡	聯絡	VERB	ccomp	派	派	VERB	1
要	要	VERB	root	ROOT	ROOT	ROOT	1
他	他們	PRON	nsubj	討伐	討伐	VERB	1
帶兵	帶兵	VERB	acl	討伐	討伐	VERB	1
進	進	VERB	acl	討伐	討伐	VERB	1
,	,	PUNCT	punct	討伐	討伐	VERB	1
討伐	討伐	VERB	ccomp	要	要	VERB	1
駿	駿	PROPN	obj	討伐	討伐	VERB	1
.	.	PUNCT	punct	要	要	VERB	1
宣傳	宣傳	NOUN	nmod	資料	資料	NOUN	1
資料	資料	NOUN	obl	以	以	VERB	1
及	及	CCONJ	cc	作品	作品	NOUN	1
作品	作品	NOUN	conj	資料	資料	NOUN	1
多	多	ADV	advmod	以	以	VERB	1
八	八	NUM	nummod	路	路	NOUN	1
路	路	NOUN	case:suff	軍	軍	PART	1
軍	軍	PART	nsubj	代表	代表	VERB	1
、	、	PUNCT	punct	軍	軍	PART	1
等	等	NOUN	acl	軍	軍	PART	1
部隊	部隊	NOUN	appos	軍	軍	PART	1
代表	代表	VERB	ccomp	以	以	VERB	1
抗戰	抗戰	NOUN	nmod	時期	時期	NOUN	1
時期	時期	NOUN	nmod:tmod	領導	領導	VERB	1
軍隊	軍隊	NOUN	det	形象	形象	NOUN	1
形象	形象	NOUN	obj	代表	代表	VERB	1
內側	內側	NOUN	nsubj	宇牆	宇牆	NOUN	1
為	為	AUX	cop	宇牆	宇牆	NOUN	1
宇牆	宇牆	NOUN	dep	有	有	VERB	1
外側	外側	NOUN	nsubj	垛牆	垛牆	NOUN	1
為	為	AUX	cop	垛牆	垛牆	NOUN	1
垛牆	垛牆	NOUN	dep	有	有	VERB	1
垛牆	垛牆	NOUN	nmod	上方	上方	NOUN	1
垛口	垛口	NOUN	obj	有	有	VERB	1
下方	下方	NOUN	nsubj	有	有	VERB	1
射洞	射洞	NOUN	obj	有	有	VERB	1
月	月	NOUN	nmod:tmod	稱	稱	VERB	1
名	名	NOUN	clf	市民	市民	NOUN	1
市民	市民	NOUN	nsubj	稱	稱	VERB	1
在	在	ADP	case	網上	網上	NOUN	1
網上	網上	NOUN	obl	稱	稱	VERB	1
到	到	VERB	acl	乘搭	乘搭	VERB	1
旺角	旺角	PROPN	case:suff	站	站	PART	1
站	站	PART	obj	到	到	VERB	1
乘搭	乘搭	VERB	dep	拍	拍	VERB	1
電梯	電梯	NOUN	obj	乘搭	乘搭	VERB	1
時	時	ADP	mark	乘搭	乘搭	VERB	2
手持	手持	VERB	acl:relcl	男子	男子	NOUN	1
手提	手提	VERB	case:suff	包	包	PART	1
包	包	PART	obj	手持	手持	VERB	1
的	的	PART	mark:relcl	手持	手持	VERB	1
肥胖	肥胖	ADJ	amod	男子	男子	NOUN	1
男子	男子	NOUN	nsubj	拍	拍	VERB	1
往	往	ADP	case	屁股	屁股	NOUN	1
他	他	PRON	nmod	屁股	屁股	NOUN	1
屁股	屁股	NOUN	obl	拍	拍	VERB	1
拍	拍	VERB	dep	驚覺	驚覺	VERB	1
了	了	PART	case:aspect	拍	拍	VERB	1
兩	兩	NUM	nummod	下	下	NOUN	1
下	下	NOUN	advmod	拍	拍	VERB	1
;	;	PUNCT	punct	驚覺	驚覺	VERB	1
翌日	翌日	NOUN	nmod:tmod	驚覺	驚覺	VERB	1
乘搭	乘搭	VERB	acl	驚覺	驚覺	VERB	1
巴士	巴士	NOUN	obj	乘搭	乘搭	VERB	1
,	,	PUNCT	punct	驚覺	驚覺	VERB	1
他	他	PRON	nsubj	驚覺	驚覺	VERB	1
